"Set","lf","rth","mas","mp","bll","lp","ldp","psc","qcf","cuesim","dprom","cueweighting","ndistr","Publication","Lang","Method","Measure","WM","Cue","IntType","DistrPos","DepType","VerbType","Prominence1","Prominence2","Prominence","Fit","Fit_Match","Fit_Mismatch","R"
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"VanDykeEtAl11E1bRetro","EN","ET","FPRT",NA,"subj","pro","subj","nonagreement","sing","subj","subj_OR_topic","medium",7.2928,7.2928,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"VanDyke07E1LoSem","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",22.318,22.318,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"VanDyke07E2LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",46.2822,46.2822,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"VanDyke07E3LoSem","EN","ET","FPRT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",29.442,29.442,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"VanDykeEtal03E4","EN","SPR","RT",NA,"subj","retro","pp_subj","nonagreement","sing","subj","subj_OR_topic","medium",65.2518,65.2518,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"BadeckerEtAl02E4","EN","SPR","RT",NA,"num","pro","subj","reci",NA,"subj","subj_OR_topic","medium",57.2996,57.2996,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,2,1,1,"BadeckerEtAl02E3","EN","SPR","RT",NA,"gend","pro","subj","refl",NA,"subj","subj_OR_topic","medium",51.3852,51.3852,NA,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"ChenEtAl12local","CN","SPR","RT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",14.2696,14.2696,NA,1
64,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,0,2,1,1,"JaegerEtAl15E1","CN","ET","FPRT",NA,"anim","retro","subj","refl",NA,"subj","subj_OR_topic","medium",24.0525,11.1652,36.9398,-1
2,0.125,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"PatilEtAl2016","EN","ET","FPRT",NA,"gend","retro","subj","refl",NA,"subj","subj_OR_topic","medium",7.89295,1.4662,28.6394,-1
5,0.2,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-1,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",4.23625,0.104200000000001,16.7366,-1
4,0.175,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.9,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",4.48005,0.242800000000001,17.4346,-1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.8,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",4.6997,1.1642,16.4704,-1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.7,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",4.40905,0.504,16.6282,-1
3,0.15,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.6,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",4.98625,0.279400000000001,19.3862,-1
2,0.125,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.5,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",5.0048,0.0706000000000007,19.878,-1
2,0.125,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.4,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",5.7189,0.5808,21.714,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.3,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",5.70305,0.8072,21.1978,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.2,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",5.85455,0.0972000000000008,23.2238,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,-0.1,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",7.23325,1.591,25.751,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",8.1247,2.6146,27.2696,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.1,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",8.6055,2.6444,29.1332,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.2,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",9.8208,3.7634,31.7564,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.3,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",10.48535,3.7422,34.457,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.4,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",11.59,4.2614,37.8372,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.5,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",11.62815,3.7092,39.0942,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.6,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",11.1315,1.6926,41.1408,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.7,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",10.5212,0.0101999999999993,42.0644,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.8,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",11.71465,2.0758,42.707,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,0.9,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",13.07405,4.812,42.6722,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",14.06845,6.772,42.7298,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.1,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",15.30895,9.4,42.4358,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.2,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",16.55325,12.0786,42.0558,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.3,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",17.31855,14.356,40.5622,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.4,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",17.78095,16.0874,38.949,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.5,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",18.4434,17.8992,37.9752,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.6,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",18.36295,18.613,36.2258,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.7,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",18.69875,20.0948,34.6054,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.8,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",18.74125,20.9246,33.1158,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.9,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",18.3456,21.13,31.1224,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,2,1,1,"Sturt03E2","EN","ET","FPRT",NA,"gend","retro","obj_topic","refl",NA,"topic","subj_OR_topic","medium",18.2141,21.4442,29.968,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",16.4061,6.8436,25.9686,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.9192,9.5698,26.2686,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",19.2515,6.0308,64.9444,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.8972,0.8972,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.0558,2.0558,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",15.495,9.8592,21.1308,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.4076,5.3136,32.3168,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",39.32675,51.7586,53.7898,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.1,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",14.762,4.4686,25.0554,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.1,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",16.7316,7.5388,25.9244,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.1,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.82275,3.2568,64.7774,-1
4,0.175,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.1,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.0728,0.0728,NA,1
2,0.125,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.1,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",0.3312,0.3312,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.1,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.7948,7.1062,20.4834,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.1,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.6119,2.4938,31.9538,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.1,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",38.21,49.3688,54.1024,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.2,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.5681,2.0566,25.0796,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.2,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",14.7753,4.849,24.7016,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.2,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",16.42475,0.8818,63.9354,-1
6,0.225,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.2,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",3.4454,3.4454,NA,1
6,0.225,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.2,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",2.1528,2.1528,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.2,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.1803,4.6274,19.7332,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.2,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.6947,0.1234,30.6554,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.2,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",36.77775,47.042,53.027,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.3,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.2301,0.3784,24.0818,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.3,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",13.2078,2.5364,23.8792,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.3,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",16.1692,1.1156,62.4456,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.3,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",6.2988,6.2988,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.3,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",5.0806,5.0806,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.3,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.4726,3.064,17.8812,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.3,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.98625,2.3014,29.6436,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.3,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",35.38285,44.9028,51.7258,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.4,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.1292,2.3524,21.906,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.4,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.5055,0.7614,22.2496,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.4,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",16.90035,3.0388,61.5238,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.4,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.1264,8.1264,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.4,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.2412,7.2412,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.4,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.8667,0.9246,16.8088,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.4,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.08085,4.1992,28.1242,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.4,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",34.1369,43.0698,50.408,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.5,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.3102,3.867,20.7534,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.5,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.5209,0.6732,20.3686,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.5,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.33755,4.6068,60.1366,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.5,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.6822,9.6822,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.5,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.5232,8.5232,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.5,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.408,0.7724,16.0436,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.5,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.95895,5.6024,26.2334,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.5,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",32.8641,41.421,48.6144,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.6,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.0653,5.2052,18.9254,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.6,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.7364,1.9392,19.5336,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.6,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.54185,6.1598,57.8478,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.6,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.2042,11.2042,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.6,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.9796,9.9796,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.6,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",8.0762,2.1844,13.968,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.6,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.9698,7.0396,24.8396,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.6,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",31.82215,40.145,46.9986,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.7,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.6838,5.885,17.4826,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.7,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.1536,3.049,17.2582,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.7,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.61355,6.9408,56.5726,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.7,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.8914,11.8914,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.7,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",10.957,10.957,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.7,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.7005,3.0748,12.3262,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.7,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.895,8.0518,23.5282,-1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.7,1,1,"CunningsEtAl13E2LO","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",30.85015,39.0454,45.3098,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.8,1,1,"CunningsEtAl13E1HI","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.2247,6.7698,15.6796,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.8,1,1,"CunningsEtAl13E1LO","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",9.7151,3.495,15.9352,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.8,1,1,"CunningsEtAl14E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",17.6123,7.7814,54.8864,-1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.8,1,1,"FelserEtAl09inaccMism","EN","ET","FPRT",NA,"ccom","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",12.5256,12.5256,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.8,1,1,"FelserEtAl09noccom","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",11.7718,11.7718,NA,1
1,0.1,-1.5,1.5,0.25,0,0.7,1.3,1,10,-1,1.8,1,1,"Sturt03E1","EN","ET","FPRT",NA,"gend","pro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.0334,3.6328,10.434,1
1,0.1,-1.5,1.5,0.25,0,1.3,0.7,1,10,-1,1.8,1,1,"CunningsEtAl13E2HI","EN","ET","FPRT",NA,"gend","retro","subj_topic","refl",NA,"subj_topic","subj_AND_topic","high",7.635,8.5478,21.9922,-1
