"Set","lf","rth","mas","mp","bll","lp","ldp","psc","qcf","cuesim","dprom","cueweighting","ndistr","Publication","Lang","Method","Measure","WM","Cue","IntType","DistrPos","DepType","VerbType","Prominence1","Prominence2","Prominence","Fit","Fit_Match","Fit_Mismatch","R"
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",1.6498,3.2996,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2.1,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",27.7288,27.7288,NA,1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2.1,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",4.1646,4.1646,NA,1
6,0.225,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",46.1534,46.1534,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",35.6686,35.6686,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",0.4054,0.4054,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",5.0085,10.017,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.9,-2.1,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",3.1409,5.6476,0.6342,1
3,0.15,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2.1,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.0722,0.0722,NA,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2.1,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.7188,1.4376,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2.1,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",7.062,7.062,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",4.1653,2.3306,6,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",9.24125,22.733,7.116,-1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2.1,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",11.80875,17.6684,29.5666,-1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",28.194,28.194,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",106.0702,106.0702,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.59355,17.4638,6.4552,-1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",14.4318,39.4544,18.2728,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",11.2906,39.898,2.6322,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",15.1892,15.1892,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",19.5064,39.0128,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",16.81995,10.827,28.2264,1
3,0.15,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",28.8137,32.1956,41.5296,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",22.08125,14.337,36.994,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",1.9676,3.9352,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",28.0602,28.0602,NA,1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",3.0756,3.0756,NA,1
6,0.225,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",45.0296,45.0296,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",34.8822,34.8822,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",0.479799999999999,0.479799999999999,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",5.3366,10.6732,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.9,-2,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",2.6154,4.932,0.2988,1
2,0.125,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.1008,0.1008,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.8421,1.6842,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-2,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",6.1748,6.1748,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",5.1982,2.5606,7.8358,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",8.9678,17.4196,9.2258,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-2,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",11.9941,17.4136,30.5628,-1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.9,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",27.4506,27.4506,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.9,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",105.6556,105.6556,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.8746,19.1312,6.1836,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",14.44515,39.1672,18.6134,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",11.83145,40.1262,3.5998,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",14.4146,14.4146,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",20.1814,40.3628,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",17.1574,10.7824,28.9236,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",28.4297,30.262,41.7284,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",21.8614,14.9272,36.2592,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",1.7677,3.5354,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.9,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",26.8916,26.8916,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.9,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",2.846,2.846,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",43.901,43.901,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",33.0368,33.0368,NA,1
6,0.225,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",0.0760000000000005,0.0760000000000005,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",5.5237,11.0474,NA,1
34,0.225,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.5,-1.9,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",2.6013,5.1554,0.0472000000000001,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.9,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.0822000000000001,0.0822000000000001,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.9,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.7683,1.5366,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.9,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",5.647,5.647,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",5.094,2.6946,7.4934,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",9.3325,18.2172,9.5564,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.9,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",11.9288,17.9602,29.755,-1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.8,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",27.2488,27.2488,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.8,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",105.747,105.747,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",7.1543,19.7596,4.4288,-1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",14.8393,41.0384,18.3188,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",12.3816,46.3092,1.6086,-1
6,0.225,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",12.6586,12.6586,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",20.1124,40.2248,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",17.12775,11.7414,28.3848,1
4,0.175,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",28.08245,34.7182,38.8058,1
4,0.175,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",22.35735,18.1874,35.621,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",2.245,4.49,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.8,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",25.4072,25.4072,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.8,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",2.2276,2.2276,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",43.2502,43.2502,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",33.1984,33.1984,NA,1
4,0.175,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",0.246,0.246,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",5.6746,11.3492,NA,1
12,0.2,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.8,-1.8,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",3.5907,5.3792,1.8022,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.8,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.2894,0.2894,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.8,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.9056,1.8112,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.8,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",3.6032,3.6032,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",5.5266,3.3094,7.7438,1
6,0.225,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",9.72205,24.1998,7.3442,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.8,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",12.21045,18.7912,30.0506,-1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.7,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",27.1888,27.1888,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.7,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",105.0414,105.0414,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",8.246,19.9392,6.5224,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",14.39205,39.6368,17.9314,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",12.175,41.0476,3.8262,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",13.0416,13.0416,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",20.6047,41.2094,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",16.84285,11.789,27.7912,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",28.4059,32.3736,40.625,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",22.3384,16.7112,36.3212,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",2.607,5.214,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.7,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",23.6528,23.6528,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.7,1,1,"VanDykeEtAl11E2bPro","EN","ET","FPRT",NA,"subj","pro","obj","nonagreement","sing","other","other","low",1.3922,1.3922,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"VanDyke07E1LoSyn","EN","SPR","RT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",42.7388,42.7388,NA,1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"VanDyke07E2LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",31.7708,31.7708,NA,1
4,0.175,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"VanDyke07E3LoSyn","EN","ET","FPRT",NA,"subj","retro","pp","nonagreement","sing","other","other","low",0.3228,0.3228,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"VanDykeEtAl11E2bRetro","EN","ET","FPRT",NA,"subj","retro","obj","nonagreement","sing","other","other","low",6.0634,12.1268,NA,1
54,0.2,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-0.2,-1.7,1,1,"KushEtAl14","HI","SPR","RT",NA,"num","retro","prepobj","reci",NA,"other","other","low",3.2026,6.3016,0.1036,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.7,1,1,"BadeckerEtAl02E5","EN","SPR","RT",NA,"gend","pro","gen","refl",NA,"other","other","low",0.1332,0.1332,NA,1
1,0.1,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.7,1,1,"BadeckerEtAl02E6","EN","SPR","RT",NA,"gend","pro","prepobj","refl",NA,"other","other","low",0.8848,1.7696,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.7,1,3,"JaegerEtAl15E2local","CN","ET","FPRT",NA,"anim","pro","memory_3x","refl",NA,"other","other","low",3.3436,3.3436,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"DillonEtAl13E1refl","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",5.104,4.7082,5.4998,1
5,0.2,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"DillonEtAl13E2himself","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",9.34165,23.4682,6.9492,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.7,1,1,"DillonEtAl13E2themselves","EN","ET","FPRT",NA,"num","retro","obj","refl",NA,"other","other","low",12.27355,18.8698,30.2244,-1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.6,1,1,"FranckEtAl15E1Compl","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",26.9758,26.9758,NA,1
6,0.225,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.6,1,1,"FranckEtAl15E1RC","FR","SPR","RT",NA,"num","pro","obj","agreement","sing","other","other","low",104.4748,104.4748,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"DillonEtAl13E1agrmt","EN","ET","FPRT",NA,"num","retro","obj","agreement","sing","other","other","low",8.1399,20.7752,5.8922,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"PearlmutterEtAl99E1","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",14.93075,40.3774,19.3456,-1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"PearlmutterEtAl99E2","EN","ET","FPRT",NA,"num","retro","pp","agreement","sing","other","other","low",12.00575,40.8618,3.5806,-1
7,0.25,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"PearlmutterEtAl99E3plu","EN","SPR","RT",NA,"num","retro","pp","agreement","plural","other","other","low",10.3454,10.3454,NA,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"PearlmutterEtAl99E3sing","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",20.8484,41.6968,NA,1
2,0.125,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"TuckerEtAl2015","AR","SPR","RT",NA,"num","retro","obj","agreement","sing","other","other","low",17.3593,13.2896,28.0738,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"WagersEtAl09E4","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",28.7376,32.706,41.1222,1
5,0.2,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"WagersEtAl09E5","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",22.6564,21.6204,34.5026,1
1,0.1,-1.5,1.5,0.25,0.5,1.3,0.7,1,10,-1,-1.6,1,1,"WagersEtAl09E6","EN","SPR","RT",NA,"num","retro","pp","agreement","sing","other","other","low",2.6772,5.3544,NA,1
7,0.25,-1.5,1.5,0.25,0.5,0.7,1.3,1,10,-1,-1.6,1,3,"VanDykeEtAl06","EN","SPR","RT",NA,"sem","pro","memory_3x","nonagreement","sing","other","other","low",23.5226,23.5226,NA,1
